from,to,cost
45523,8250,4.844
40053,9812105,8.802
9413243,5775655,5.234
15032,9926062,7.957
11304,19453,8.959
19690,24430,8.794
7353626,2186,10.986
1482505,49913,7.576
20400,123838,9.802
1373218,7225822,6.069
19569,9048545,7.579
9216154,15717,7.052
7510,7915624,4.856
7587,4403,6.373
4403,45483,5.992
25240,6767486,10.688
7751524,83399,6.517
14370,9112774,9.093
16640,5035449,7.338
6727468,4535162,6.179
25593,9193464,4.769
9575820,14834,6.775
12882,7994320,8.081
5317886,7042108,4.323
8254,13514,4.253
5363,7994125,6.087
61190,7797036,4.523
19690,16233,4.427
9703810,45599,7.562
3201,4563409,4.831
21089,9111654,8.208
9443819,7878036,7.188
4359,8982,8.242
16608,9215808,7.215
16734,9187669,5.473
21121,9671820,6.164
14354,27000,10.271
728535,9215670,5.029
25402,24694,7.136
1373900,49913,7.559
18589,20265,4.481
31100,19720,8.382
31392,13030,8.936
132,6700,4.982
7994257,4338723,11.986
3529592,9708685,11.32
9842373,9877045,6.61
7415702,9569766,4.773
19690,9106464,6.195
9216073,31941,5.326
24341,9921389,8.176
81817,2763,7.711
17094,19453,5.544
29384,1358316,4.835
9307303,43323,9.654
3877256,56502,6.1
6237,4394,6.061
17329,7703457,7.765
9022228,9598,4.838
13,4839,8.162
9705163,9686177,9.338
15563,9111867,8.143
25402,30023,7.586
13170,123838,8.979
10242,6407889,4.972
OD,9457224,3.71
1370626,1482505,5.359
SD,9443819,2.857
5556937,1360604,5.338
9186212,25402,11.893
6610,7300816,4.861
20784,188980,9.521
7137,6237,6.963
9705236,3151,7.039
9926062,9000020,9.463
4839,5364213,6.8
7193670,9564934,10.446
7531362,7529279,9.037
251,31762,5.508
7855494,10090,4.6
9835440,20087,9.203
12831,13420,5.528
11304,7381182,5.874
5404711,9692517,6.315
15849,7925662,8.375
9346910,7141840,8.52
7925662,73075,4.781
9468927,9568298,4.551
21774,9079254,4.74
14308,14397,7.911
4403,7529279,5.934
7915624,7521871,4.909
17361,9291474,7.546
15717,1482505,10.047
17876,9772812,6.821
2776880,7415788,7.154
9641,14370,7.509
19038,5243572,8.848
7047096,9841083,4.788
15822,14308,7.17
7531362,4555732,9.702
9836209,5460,4.382
9575820,22225,7.307
27472,3529592,6.045
3645940,18961,8.147
157023,7915624,4.985
24562,1379682,8.511
3645940,7635010,5.547
16608,39507,7.447
14354,7970030,9.703
27488,17094,8.527
9833510,3225143,5.102
19453,22606,7.65
30276,123838,8.114
9372946,11444,6.92
24562,9705236,8.438
4519876,7855494,5.987
21774,1790,4.551
4236580,8133,4.311
7300816,45507,6.108
28184,23248,7.432
3189317,7129,6.499
9703810,16675,5.071
5711819,12882,9.338
7185545,25240,7.435
2534,7353626,8.757
9631810,4839,6.495
9007822,41279,7.771
6873332,9703810,7.502
9789200,9835458,7.8
9443819,9424598,4.594
3645940,9216073,9.427
9101543,19658,7.575
14834,9527826,9.579
83399,7839804,7.427
39713,5959,5.974
9543414,13514,7.088
17361,19569,6.817
14966,9763449,6.482
9424598,1370626,5.243
157,7445202,4.526
5035449,9296,7.24
11495,13030,9.86
4359,7347928,5.269
17811,16411,9.689
9347186,22225,8.941
10090,3645940,4.609
3093620,7304,5.267
30236,25402,7.851
23248,14354,10.179
39725,28320,9.588
7871171,9193464,7.626
11495,80675,6.593
4007255,9681841,4.446
7521871,2186,11.567
9079254,60402,4.711
OS,19950,2.857
9074015,9155490,5.358
80675,157,5.815
25593,29890,9.308
31976,15067,9.836
9215670,9366083,8.611
12272,6379915,5.636
7347928,13030,7.376
107,9631810,8.664
560,6090206,5.08
9909893,17426,6.938
45599,20346,6.592
22780,5124417,7.193
1371266,30276,5.963
SD,3671461,2.857
9111867,7878036,9.65
9078673,17788,5.592
130389,251,5.777
5243572,20117,9.203
7969961,24341,5.34
24147,9111867,7.087
58394,7635010,5.889
9825096,25116,4.616
28184,6759009,7.462
17787,7304,7.86
9844511,8672,6.182
81,1389742,6.121
8443,31392,10.059
1167510,7331,5.899
3195,9216154,9.773
7710020,7232403,10.382
9207775,5363,7.723
6670,9473700,4.506
16734,9705163,4.958
75272,7381182,5.685
9867651,15849,8.748
9908978,29289,4.875
11304,13447,9.138
16925,19100,7.251
61190,5362822,6.419
61190,59102,5.894
27340,3568229,7.137
6941206,12882,9.338
SD,30813,2.857
5775655,7983883,5.203
2781484,7510,7.634
20784,26247,7.751
18589,9317627,7.075
56502,80675,4.988
11746,15962,7.25
9216073,43323,11.977
14427,5243572,4.59
22487,29599,6.359
6785,18476,5.134
7185545,1141902,4.163
12735,14249,9.816
6742,18476,5.555
9687564,7886284,8.004
10242,6725953,5.51
7522452,17259,4.358
9671820,31762,5.689
SD,17811,2.857
9143793,24147,9.457
9537252,27154,11.114
3585905,9185470,4.994
9071407,13447,5.33
3093620,45523,4.745
8990,45523,4.831
9303235,4519876,5.943
9805192,25402,8.748
3189317,7587,6.182
7129,4394,6.315
9079254,16802,6.911
17094,7193670,7.813
9032240,30813,8.374
9905855,27057,9.564
3195,9836209,4.382
9844511,6873332,10.759
9050868,7254830,4.761
9776370,7878036,7.136
560,18476,5.046
9743464,9398937,8.415
9750550,7522452,4.332
3190,7994206,7.364
9022228,5975,6.243
44030,7685920,5.253
58394,5124417,9.549
7529279,9272690,6.006
9193090,7529279,4.969
13447,61190,8.612
7659652,22225,7.315
9111867,39507,7.419
4588,4600,4.163
31762,9146962,6.319
2781484,7042108,6.669
11819,9111654,6.072
7751524,6379915,5.881
27050,9427554,6.301
2788,9249834,6.156
6407889,7304,4.659
18198,27537,10.806
58394,8907,6.165
9772677,16608,7.619
9193642,19712,8.712
9215891,6007,7.441
7464010,14966,6.922
9743464,5550,7.914
9000020,9519319,9.886
4394,8907,5.335
8990,7855362,4.557
7415788,7129,8.433
23442,23248,5.023
79030,21764,5.08
7439873,7703260,6.458
21089,1363964,10.004
7007175,79030,5.389
7137,13579,11.309
8133,9835458,8.231
7685920,1379682,5.94
9099,7855494,4.509
28797,30813,8.953
9249834,27057,11.376
705187,41143,6.602
4226348,7353626,5.257
4236580,22545,5.391
6725953,8133,4.311
9527826,9032240,11.451
2781956,15415,6.619
15849,2788,6.458
1046659,26247,9.515
27057,43323,6.586
6715133,17264,8.03
3585905,8648,4.993
22780,7717407,6.82
9543414,25240,9.842
39507,27448,7.984
4375,9322531,8.12
1182323,7855362,5.272
4359,7529279,8.762
4519876,5720,7.063
8648,9053069,5.401
9413243,4251,9.02
1428,7871171,6.748
30276,22606,4.417
728535,1379682,10.605
1150294,14958,10.597
3675009,15825,10.731
9225749,9216073,4.997
6379915,22689,4.947
9772812,7811152,4.936
4555732,21768,4.314
8788,60402,4.881
3195,17861,5.864
9473700,11746,6.202
16734,7193670,7.514
9734880,9079254,5.246
9564810,9143793,9.546
9750550,9296,4.614
31941,30292,5.632
19712,9249834,4.785
7415702,3107558,7.626
9835440,22606,8.697
17264,6670,7.429
7225822,9908978,4.866
22689,5317886,4.163
7415702,15520,7.233
7129,9872426,11.815
17835,18961,4.885
17259,9185470,4.233
27057,1360604,8.563
7860471,7983883,5.827
7471,6090206,5.188
130389,19453,8.38
9216073,15849,6.395
24147,1371266,6.446
7117515,3645940,6.285
653080,41143,6.2
28991,7878036,10.777
25240,30155,10.176
6122,9750550,5.117
107,18988,8.276
5959,30632,5.917
21685,1376152,4.989
9743464,81817,9.151
9844511,31762,11.509
9758593,24503,10.814
1150294,23248,7.418
14206,14443,4.602
9215808,9564934,9.411
22689,7218,4.805
6407889,9322531,4.658
7886284,9719300,6.596
1360604,24430,6.28
21540,7415702,5.235
19658,3225143,8.539
8443,12831,9.909
7225822,7897944,5.664
3201,3645940,5.429
9866060,9071407,9.251
9872426,6103537,8.238
9185470,3209,5.239
9719300,21807,4.915
7353626,3671461,5.817
24058,123838,8.303
20370,39507,6.725
13684,18215,5.444
2216,9398937,6.428
5035449,10090,7.433
9537252,29033,4.337
7300816,3189317,4.595
7915624,7974698,5.812
7415761,17855,4.543
10146,3225143,4.163
29599,17417,7.053
11622,7042108,6.022
18589,1482505,6.944
9473700,9469486,5.263
45483,9517910,5.269
6742,34606,7.578
25240,9763449,9.719
19950,27340,9.452
17264,16608,8.684
118818,9398937,7.148
3189317,9734880,5.237
7897936,25593,10.931
9193642,20087,8.217
19542,9564853,7.373
7141840,7258321,8.442
80675,6700,6.104
11819,7983883,6.263
1358324,9329781,5.033
22098,27000,5.475
18467,6379915,5.065
9681841,2338530,8.33
9186212,20087,6.121
OS,9866060,2.857
17876,9447342,8.208
1790,9600876,4.966
355763,7811152,4.361
7855494,7983883,6.071
3585905,3645940,5.762
4809220,9866060,4.573
3202,1604694,6.486
7768869,19712,9.329
14688,7185545,4.458
27448,5607094,8.814
12730,237,4.707
9215891,6759009,7.645
7909322,152323,8.659
7914512,20397,10.366
4105885,9101446,5.458
19542,1371266,8.838
90565,7679050,4.419
132,47333,10.534
5975,1394045,6.331
11819,18467,6.11
16608,1373900,7.147
13323,31392,9.321
18471,5317886,5.477
16734,7974698,6.743
9427554,12733,4.595
9239685,27423,5.164
6379915,17329,7.407
5460,7338872,4.75
30155,9905855,7.453
70610,3568229,5.441
9789200,80675,5.985
9366083,1358324,4.958
18988,107,8.27
OS,9750541,2.857
8990,2781956,5.935
20052,7527730,7.63
7331,3585905,4.642
23906,16411,6.261
15962,7129,9.39
45685,5720,6.11
7970021,123838,8.373
157,17329,7.421
15067,22606,7.291
7185545,16438,7.165
9112774,19615,8.187
7716770,21121,7.785
18689,21540,4.683
1358316,17426,7.939
28688,5364213,5.155
3201,9569766,5.284
19720,9143793,11.858
9101446,4805712,9.629
SD,4226348,2.857
3877256,7543298,5.278
31089,1360604,4.651
14206,9926062,8.75
45523,4400,5.551
355763,13447,9.001
9215670,17329,5.396
6407889,4105885,4.924
2201,7994150,11.134
73075,21540,4.475
83399,6610,7.537
9866060,7445202,4.526
1141902,6759009,4.163
6700,25533,4.561
27000,9543414,8.195
9073973,9835148,5.905
18589,9474960,6.988
45507,7690126,5.795
12735,16925,8.694
15415,3671461,6.438
4403,1394045,9.278
9817123,1600,11.204
22689,2781956,5.861
7297858,14966,10.188
29384,9101446,5.162
11444,6670,6.432
17855,13030,9.252
3671461,4236580,4.924
9193677,16675,6.862
9193448,1150294,10.232
16802,9193448,7.567
41279,31941,9.947
14206,19496,8.184
7353626,9193090,5.054
19569,7685912,7.06
3529592,20397,10.408
9347186,5321468,9.844
27000,21121,5.537
16608,18198,4.879
7994117,1023,4.163
7797036,18689,4.37
1790,31392,9.834
20799,9908978,6.487
23906,7969961,4.794
8990,7521871,4.659
12831,4224701,7.537
17094,9758593,9.397
4618,7925662,7.758
9155490,18689,4.614
7129,5089549,6.639
17787,9249834,7.004
11790,20346,6.568
7690126,9367136,6.372
27000,24503,8.355
7522452,7521871,4.619
7464010,19542,4.712
21774,25533,4.361
7042108,3077,9.84
132,3271,11.487
7914512,7141840,8.809
SD,1370626,2.857
7855508,45599,4.592
4618,17811,8.278
7977336,15822,8.348
7686811,132,5.219
7522452,5320,5.788
7464010,14688,7.77
7634994,9185470,4.898
39713,45483,6.097
17566,12730,10.255
1604694,1488120,9.335
9564853,6759009,4.539
9346910,9564861,8.873
1379682,20087,9.25
4839,5363,5.547
1378767,14427,8.439
13514,7970021,4.486
7042108,9272690,5.207
1378767,7525460,4.32
59102,9705236,8.964
8133,13420,9.217
57851,3503526,6.52
49913,7970030,7.704
17259,7797036,4.299
1141902,19127,5.68
4839,10146,6.606
39713,17855,5.548
6379915,7007175,5.152
41752,14354,8.414
7710020,9101446,4.497
17811,11622,4.323
7948115,3503526,5.319
17426,5959,7.964
7716770,15520,8.104
20346,96741,6.282
15563,9022228,7.667
16357,251,6.352
2534,56502,8.489
1379682,11790,6.808
2399,9411275,6.507
9841083,10170,4.955
9748466,26115,10.729
5460,6742,5.299
15067,20117,7.798
9071407,1635,11.554
8254,1482505,4.332
4404,17566,6.126
9905855,1373242,10.454
7466315,25533,5.246
7878036,30090,10.397
28320,24805,10.747
26514,30236,7.195
29890,7909381,5.657
19950,14370,7.704
9469486,7196,5.869
9099,19658,8.198
6873332,9867651,4.627
4815700,6033822,5.291
5720,4535162,5.786
9366083,7445202,4.687
7331,17811,5.484
3093620,19720,9.024
9575820,9215670,6.449
9112774,20828,5.046
11746,8990,4.879
9099,12733,4.311
17835,16608,6.656
9418989,9833510,4.676
17736,14397,9.82
1167510,7703457,4.935
5460,4236580,5.782
3151,18287,6.955
15717,11304,7.638
9193090,7353626,5.053
9111654,9719300,7.338
7218,7297858,10.056
1150294,24058,8.813
16608,27472,10.399
9514902,9565000,4.567
8648,9372946,5.962
17803,9600876,5.051
9825096,8250,4.81
20095,9564810,6.108
8254,18988,7.973
9805192,9926062,7.494
20150,1150294,10.472
16411,9763449,4.681
9789138,7710011,4.407
7878036,8254,7.098
4839,1394045,9.151
9143793,30286,8.987
7531362,34606,5.944
18988,20117,6.828
9187669,7129,6.949
1376152,12882,9.819
19569,9641,6.804
18215,681164,6.298
44912,3657469,8.127
9638857,5556937,5.34
27050,9670386,8.077
9763449,5243572,7.636
9418989,4404,4.966
27050,14966,10.254
9048545,8254,4.369
14931,9565000,6.808
7522720,3675009,11.388
8907,27050,6.81
7519672,7915624,5.326
9905855,29092,8.72
2399,1375717,8.516
42035,3585905,4.745
19542,9347186,6.036
23248,5243572,9.184
15415,12998,8.421
355763,1358324,5.148
3638,6460062,8.037
1373650,7685920,5.785
CB,9598,2.857
2205,1363964,5.686
9317627,9758593,8.424
45507,9921389,9.159
4600,7686790,8.007
5321468,14249,5.287
27423,7471,6.187
7703457,7710020,5.086
7685912,2591332,11.456
9321489,3202,5.043
9207775,9193090,8.368
17566,6090206,7.012
16734,7634994,5.662
8443,9745980,4.5
4600,2399,11.213
21807,7635010,4.937
7338872,3503526,5.7
3107558,3743,9.21
14966,23248,7.596
9877045,21768,9.073
6007,6907733,6.469
1370650,31089,4.22
9022228,8648,4.952
7977336,6725953,4.879
5404711,12733,6.477
31762,30090,12.124
9078673,14354,10.935
6741339,18880,6.532
7218,6742,5.178
14451,15849,8.698
3529592,1360604,7.611
9101446,2364,11.036
10339,59102,6.041
6759009,19496,7.583
17787,10090,6.867
9048545,9564934,4.59
9812105,22225,5.341
27340,26115,6.479
9249834,16802,7.446
5460,7129,6.949
9844511,4839,7.913
6157,2781956,5.119
7218,3719,9.296
9867651,41279,6.66
21685,157023,5.123
6122,15822,8.437
12735,44030,9.041
14354,9443819,9.207
9347186,39713,7.101
9734880,8982,5.411
7878826,9185470,5.773
4338723,81817,6.655
9215670,9600876,7.758
3093530,6742,5.057
18689,21774,4.682
130389,23906,6.438
28967,1378724,10.718
7117515,31392,8.881
7994257,56502,7.056
8254,27472,7.83
4224701,9719300,6.6
9413243,9099875,10.092
40053,24570,9.449
7185545,5124417,7.585
27154,1370626,6.929
9514902,27537,8.323
4375,157,7.8
1358324,48097,7.219
9457224,10090,4.787
9670386,23248,7.82
12730,21547,4.46
9490493,20397,6.976
7415745,9745980,4.799
10339,3671461,4.366
7909381,6208169,4.845
9424598,19127,5.612
30546,7871171,5.647
7007175,7710011,4.845
9699864,21008,9.502
9046313,152323,8.708
9564934,19658,8.515
7466315,9750550,5.143
1167510,7300816,4.937
17811,7716770,9.205
9303189,2186,11.073
9699864,1379682,6.338
9835458,10242,7.311
3503526,9413243,5.139
7389353,3671461,5.517
9750541,8788,4.386
18689,9367136,5.212
96741,7969961,4.475
39725,9120076,8.978
9835458,9789200,7.949
12272,17027,7.597
1369385,19496,8.164
27340,1373900,7.379
13030,4347390,10.389
3645940,27050,6.328
10339,9789138,5.275
45685,7717407,8.644
6742,5775655,4.762
9155490,169846,4.56
9519319,653080,6.065
70610,5124417,8.094
CB,9398937,2.857
7994125,3638,10.038
9079254,7635010,5.196
157,5460,5.531
139238,1373226,6.628
39713,9078673,5.08
9565000,7717407,7.222
9048545,9112774,5.329
17788,9734880,4.163
9073973,7797036,4.937
9101543,7415702,5.771
3587266,1373242,11.039
18471,7522452,5.05
9347186,9519319,8.941
42035,17426,7.254
21121,16438,7.076
9366083,21089,4.897
OS,20117,2.857
9225749,9638857,6.523
9527800,9867651,8.669
39507,9146946,6.072
16802,10339,6.718
14427,17662,8.24
9111654,31089,9.889
6653618,40053,7.739
8982,9207775,8.081
6007,20370,6.803
7710020,4839,6.061
9296,17861,4.383
12882,118818,11.105
17566,705187,11.208
1382438,30805,6.346
7860471,9155490,5.178
1373650,14451,8.836
6670,1367072,6.952
9215808,8254,8.862
15520,14397,8.247
6725953,7994206,10.156
7797036,5193,5.489
9215891,1360604,7.103
1358316,5550,4.731
9215670,12730,8.559
25533,8672,4.418
7531362,9686177,9.052
5364213,9303235,4.894
45523,653080,10.101
7415761,9303235,5.253
5320,5053,4.959
5460,9569766,4.64
13927,9565000,9.642
9921389,9447342,4.272
45523,7751524,6.534
9418989,17361,7.37
18467,7527730,7.771
9474960,7685920,5.299
12730,9193642,6.054
25240,3675009,5.486
6157,5193,5.921
2909,6103588,7.576
SD,3585905,2.857
14354,9193642,10.822
26247,6907733,10.538
9215808,53,7.799
7042108,17566,7.54
8907,6090206,4.776
14354,7685890,9.736
7703260,4105885,7.187
7994125,19897,10.047
14958,14308,6.734
21807,10090,5.284
19542,14958,7.143
5775655,19038,8.752
251,31089,4.86
9329781,2788,8.339
7659652,1150294,10.961
58394,27050,6.527
3529592,14966,10.162
27423,17027,7.528
7445202,17566,7.54
9272690,21089,5.837
13420,14370,8.869
20095,9193448,5.318
9111654,11304,6.72
9073973,9413243,5.48
4338723,6460062,6.123
4600,9794948,8.114
45685,6090206,8.214
7751524,7331,6.548
2781484,157,6.916
1376152,107,4.816
9239685,1363964,10.39
4563409,6670,5.077
7703457,39713,5.771
9641,12730,4.591
7471,41752,9.735
7415702,8443,4.971
9490493,123838,8.034
3877256,2763,11.06
3585905,17803,5.326
7389353,10339,5.65
1394045,5460,8.327
3657469,9514902,9.692
28797,6225985,6.491
49913,16640,4.394
7909322,25429,11.907
9600876,18961,8.65
9155490,7297858,9.904
7768869,9193090,4.958
56502,638560,4.444
8907,9772812,5.089
17736,15822,6.462
7415745,9750550,4.958
7839804,5317886,4.887
9215670,5089549,7.883
17835,9703810,5.632
19542,23248,7.934
9812075,14966,7.887
1358324,9598,4.906
9641,16925,4.693
681164,9564861,9.229
237,45556,9.913
26194,7178379,11.702
9527826,6759009,7.235
8247,9272690,6.4
13684,20400,10.43
8990,9866060,4.809
7768869,9239685,4.958
9776370,15032,7.892
4226348,7855494,7.094
7331,11819,5.874
9074015,7415761,5.648
9687564,14354,8.48
3638,7377444,7.981
9303189,5193,5.531
1370626,1373900,5.407
7254830,25429,8.543
1375717,4251,5.524
31762,16233,7.708
9842373,7703260,7.959
56502,6090206,5.265
9564853,22606,4.448
9835440,13323,10.383
5720,1376616,7.389
6157,7886284,6.876
9372946,681164,7.812
21089,7353626,5.069
17566,5556937,11.362
9143793,9812075,7.957
17855,17264,6.767
7331,7137,5.951
75272,9073973,5.672
5035449,9569766,5.679
1394045,7994230,9.679
143359,7521871,4.629
7969961,9424598,4.232
4588,5959,7.492
3671461,7703317,7.213
6742,1394045,9.14
1373650,9193448,6.794
25429,9671820,10.056
9670386,13684,7.943
5460,4805712,9.143
7925662,9841083,4.579
13514,25119,7.429
21768,14958,7.179
3503526,17811,5.185
29289,7254830,4.272
9692517,7751524,6.369
6907733,18287,9.563
4535162,10146,4.893
49913,1370650,8.005
6946879,4447190,4.784
28688,7471,6.535
9866060,27050,6.962
16357,22780,6.692
8990,9750541,4.64
9445340,25240,11.236
3719,9215808,10.734
15849,5124417,6.127
20087,9564810,6.108
7117515,17861,5.774
5720,9836209,5.057
560,10090,5.284
9900411,14834,10.034
9215670,3151,8.726
90565,1373650,7.632
49913,1373900,7.553
9835440,6715133,7.942
6727468,9239685,5.885
5243572,22780,8.759
15717,728535,7.533
9120076,29289,4.806
79030,9844511,5.802
157,57851,6.266
7768869,17855,5.25
1371266,29033,11.882
23442,24805,9.348
17788,7587,7.04
24570,25119,10.686
7165536,9559973,8.23
4809220,7338872,6.003
3107558,2860,7.4
1379682,16357,9.082
7860471,20370,9.482
18689,12831,9.355
40053,15962,7.894
17788,5317886,6.217
18471,6785,4.634
9641,40053,7.321
11819,20095,10.201
12733,9225749,9.759
2776880,8443,5.208
4519876,4375,8.763
7860471,9687564,9.217
27488,8648,4.418
17566,20397,9.814
7886284,9565000,10.731
19950,5321468,8.333
9347186,237,9.067
9473700,7974698,5.972
7519672,2205,9.684
4400,3077,10.364
4394,3271,11.485
21764,9372946,5.283
9789200,9322531,4.407
7300816,7925662,4.836
17566,21768,10.544
61190,7703317,8.243
14451,11790,8.24
9519319,7855508,4.378
9249834,19542,4.8
9836209,4359,7.365
7047096,9692517,6.029
6237,9329781,5.154
681164,9112774,9.873
157023,9517910,5.174
9641,7659652,6.453
9812075,9225749,7.301
7779771,31100,9.168
OD,30546,3.71
11622,6237,4.163
10146,143359,4.537
9569766,45483,6.54
18961,4815700,9.211
16675,70610,8.598
9900411,20150,9.549
7587,2232,11.954
59102,39713,6.273
22689,5035449,7.665
3093530,9750550,4.658
7751524,10170,6.299
446947,5053,5.639
7697554,45685,6.389
560,7232403,9.868
9833510,7415761,4.776
6237,60402,5.271
3657469,7525460,9.703
9366083,15563,8.217
21774,5720,6.108
3190,6103634,7.419
17361,18476,7.686
24147,19542,7.245
9763449,40053,5.549
7300816,5720,6.108
19950,16438,4.979
10090,21764,5.228
16675,16640,4.73
9215670,7271247,5.97
7635010,39713,5.526
9825096,18471,4.492
9447342,14958,6.536
11790,188980,9.429
446947,7415761,5.068
7334354,7178379,4.163
4400,9347186,8.42
7915624,4236580,4.495
15823,9143793,8.417
3202,43986,5.547
7685890,27006,8.349
15717,70610,10.961
184969,1604694,5.975
4400,4105885,4.362
30962,7994320,6.002
7196,9413243,4.651
7886284,10090,6.033
4236580,6946879,4.402
7970030,728535,8.435
6033822,18476,4.613
5959,9447342,9.621
5607094,9699864,10.071
61190,9367136,4.887
7685912,18287,6.561
728535,24341,8.975
2205,2658,4.975
9776370,20828,4.632
7527730,18910,6.92
9719300,3645940,5.018
446947,21774,4.7
6122,4805712,9.629
9841083,4359,7.901
6941206,7855494,5.408
17788,7129,7.358
9427554,8250,4.488
9564810,19720,7.207
9215891,14427,7.387
24562,27537,9.715
1379682,7165536,5.403
CB,9488910,2.857
59102,17855,6.357
9490493,9447342,6.984
9705163,6610,4.386
3093530,11622,5.881
7811152,1358316,5.239
1141902,7258321,7.691
4519876,355763,5.378
1367072,7983883,6.379
3202,25240,11.243
22689,45483,5.124
5720,7717407,9.44
17811,1790,5.364
9812105,18215,9.244
17264,3671461,5.558
9050868,1046659,5.191
79030,3638,10.273
14443,1370626,9.093
7703260,7185545,10.715
28320,30023,6.181
9193553,28991,5.006
21741,9900411,7.268
7878826,28184,9.613
5317886,1363964,9.975
27340,9812075,6.371
6007,9687564,7.591
4618,2399,11.213
1790,7797036,4.417
9559973,19038,7.321
7527730,9367136,6.482
5711819,2763,10.209
6653618,7886284,6.67
12733,7381182,5.986
9322531,15415,7.125
SD,16734,2.857
6800467,2200,9.379
7751524,4375,6.638
30155,30139,4.163
9074015,11444,6.493
10339,5404711,6.421
29289,9748466,4.638
25533,25116,4.466
6700,6610,4.493
11304,17787,6.784
9686177,9215808,8.948
9427554,7690126,6.188
2781956,4224701,6.333
9111654,9473700,8.286
9281177,2399,12.022
9303189,9631810,7.331
1375717,6103634,9.146
3195,9835148,5.703
39228,10242,8.088
9296,8443,4.163
7710020,9835148,4.759
130389,30276,5.9
45685,31941,9.784
9447342,9758593,7.52
8247,7686790,4.966
39228,7797036,6.959
7994257,9836209,7.34
17264,31089,11.069
9836209,7042108,5.304
20087,21768,6.553
10090,7948115,4.826
7994125,9372946,6.078
9346910,9346910,4.163
7914512,12377,6.225
25593,3741192,9.483
25402,1488120,11.779
1358324,3638,9.167
9512691,1031,7.713
9844511,17811,5.286
58394,9322531,5.965
9427554,7466315,5.297
31089,130389,5.655
24570,31941,8.465
7521871,3719,9.054
SD,13447,2.857
7878826,9079254,5.669
1370626,9111867,8.187
6237,4535162,5.424
7531362,7970030,9.911
24058,15822,8.586
11622,21089,5.956
29033,152323,4.671
7909322,39725,4.163
90565,1373900,7.257
7543298,7878826,5.803
9022228,12998,9.436
6700,7117515,5.201
17736,31762,9.855
96741,5607094,5.527
18961,17264,6.95
27488,2658,9.622
9291474,15415,7.412
27488,1367072,6.28
17811,15849,8.432
7471,4375,8.021
20397,7716770,6.604
5035449,17855,7.718
22616,27537,8.276
30287,1428,7.193
5193,3877256,6.608
12272,12272,4.163
7703457,17329,7.767
9215891,9317627,7.183
7137,4236580,5.84
9564934,5243572,9.115
9638857,27154,8.101
17426,9565000,10.323
6033822,5775655,5.387
30236,139238,5.404
25593,9146962,9.458
16608,14443,7.136
7543298,79030,5.001
9569766,7855362,5.817
9519319,20117,6.461
9101446,9750541,5.117
15822,24570,10.573
14397,19950,7.637
7445202,9705163,4.737
7218,4404,5.3
7304,9322531,4.95
7521871,1167510,4.537
5362822,7445202,6.517
OD,22780,3.71
70610,1370626,6.397
7519672,9789200,5.112
9215891,7659652,4.451
10242,8788,5.393
9638857,17662,4.248
9564861,21741,4.515
9670386,1482505,7.284
3093530,5775655,5.048
7886284,9249834,7.89
21764,7042108,5.438
15563,9078673,7.449
17803,5317886,4.887
17361,5775655,6.766
14427,9575820,7.521
3877256,9825096,4.523
7855508,7185545,4.944
6700,4347390,11.672
2781484,1790,7.321
7529279,8990,5.378
6946879,7529279,5.188
45599,9048545,4.479
13420,7297858,5.408
2776880,3503526,4.994
6727468,57851,5.47
4105885,7948115,5.717
17329,5053,7.97
7948115,5720,6.604
3189317,3201,5.097
4224701,9473700,5.896
17259,9600876,4.94
9053069,9187669,4.796
40053,25240,10.479
7659652,123838,7.649
30090,20799,6.651
31941,1378724,9.492
1370650,7525460,4.67
27162,9000020,9.058
22689,6157,5.093
3671461,7527730,6.437
18910,9193448,4.776
25119,12730,7.383
7416717,4805712,8.056
9699864,22487,9.174
17417,20799,6.993
7527730,9776370,9.788
7983883,7445202,4.915
10170,6727468,6.736
7751524,8907,6.033
1367072,1367072,4.163
9750541,9631810,8.006
9877045,9564853,9.003
7855494,7196,5.391
29521,28320,6.827
7994125,3671461,4.729
19950,20397,5.749
22545,14370,10.949
7685890,7530935,4.919
12272,9734880,4.931
6033822,27423,5.874
157,7331,5.382
8788,6670,5.51
1379682,25402,7.035
9543414,13684,8.011
7635010,3107558,7.002
16233,7878036,9.386
20370,24910,11.568
31392,4600,6.777
14969,681164,5.678
6907733,16233,9.406
57851,9872426,10.727
5321468,7855508,9.51
7878826,7353626,6.037
19712,9638857,7.29
20095,17027,7.644
9703810,15717,7.12
90565,1370626,8.316
15563,61190,8.065
7137,7635010,5.564
5975,7768869,7.01
7165536,15823,7.223
2781956,21807,5.258
8672,5089549,4.807
2776880,6725953,5.26
3741192,31976,7.272
39725,26247,12.089
6759009,6873332,4.717
2965712,18961,5.294
20799,1524348,6.985
19615,1394045,9.847
9833510,17884,6.856
18467,7974698,5.91
19897,2534,4.354
14370,9443819,7.808
9473700,7690126,5.263
7415788,9844511,4.493
22616,21121,5.86
17803,7797036,4.537
446947,21540,5.068
1358316,9073973,5.023
7353626,21774,5.276
17361,9111654,4.649
7047096,12882,9.284
5053,9734880,6.499
4519876,10170,6.05
9837094,1150294,11.458
4224701,7751524,4.857
7543298,9841083,5.109
9473700,7415745,5.87
20795,7522720,4.302
7945256,29742,5.802
7634994,9631810,8.104
30632,7703457,5.497
7464010,9474960,7.617
19720,14443,8.332
6785,5320,5.787
14931,13514,6.288
19542,9758593,8.119
9272690,17259,5.742
